username,full_text,clean_text,dominant_topic,topic_label,topic_prob,prob_topik_0,prob_topik_1,prob_topik_2,prob_topik_3,prob_topik_4,prob_topik_5
JNECare,"@NuruRohimu @JNE_ID @tokopedia @TokopediaCare Hai kak Nuru, mohon maaf atas kejadian yg kakak alami dan kami tdk menginginkan hal tsb terjadi. Info lebih lanjutnya sudah kami sampaikan melalui DM ya. Thanks Fia",hai kakak nuru _m_o_h_o_n_ _m_a_a_f_ atas kejadian yang kakak alami dan kami tidak_menginginkan hal tersebut terjadi info lebih lanjutnya sudah kami sampaikan _m_e_l_a_l_u_i_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ fia,1,Protokol Standar Customer Service,0.9618126908016512,0.007661319737800109,0.9618126908016512,0.007631850907698889,0.0076148696346435875,0.007614461460937894,0.007664807457268323
mandiricare,"@shorty9909 @skqozwls @TokopediaCare @shorty9909 Halo Bapak/Ibu. Kami informasikan bahwa akun @shorty9909 ini BUKAN akun resmi Bank Mandiri. Akun resmi bercentang emas di samping nama, bukan di foto profil. Utk keamanan, jgn memberikan PIN, CVV, password atau OTP termasuk ke petugas bank",halo bapak ibu kami informasikan bahwa akun ini bukan__a_k_u_n_ _r_e_s_m_i_ bank mandiri _a_k_u_n_ _r_e_s_m_i_ bercentang emas di samping nama bukan_di foto profil untuk keamanan jangan_memberikan pin cvv password atau _k_o_d_e_ _o_t_p_ termasuk ke petugas bank,0,Operasional Kurir dan Transaksi Pengiriman,0.5335798711478925,0.5335798711478925,0.11191180120540424,0.014013891941907185,0.014001426140722488,0.2031907487867049,0.12330226077736862
mandiricare,"@skqozwls @TokopediaCare @skqozwls Halo Sahabat skqozwls, untuk perihal tersebut sudah kami informasikan melalui DM ya. Mohon kesediaannya untuk melakukan pengecekan lebih lanjut ya.  
 
Sebagai informasi, Sahabat dapat memanfaatkan layanan Livin' Call by Mandiri Bebas Pulsa melalui aplikasi Livin’ by",halo sahabat skqozwls untuk perihal tersebut sudah kami informasikan _m_e_l_a_l_u_i_ _d_m_ ya mohon kesediaannya untuk melakukan _p_e_n_g_e_c_e_k_a_n_ _l_e_b_i_h_ _l_a_n_j_u_t_ ya sebagai informasi sahabat dapat memanfaatkan layanan livin call by mandiri bebas pulsa melalui aplikasi livin by,0,Operasional Kurir dan Transaksi Pengiriman,0.5022738771176547,0.5022738771176547,0.2576055129621756,0.005577933948324111,0.005561509104434793,0.005568575247338944,0.2234125916200719
Aoohan,"Serem banget dah belanja di @tokopedia @TokopediaCare 

Ada orang ngechat via WA: tahu nomor resi, nama lengkap, alamat lengkap, minta cancel ordernya. 

Ini breachnya di kurir atau tokped? https://t.co/51rARaChdD",serem banget sudah belanja di ada orang ngechat via wa tahu nomor _n_o_m_o_r_ _r_e_s_i_ nama lengkap alamat lengkap minta batalkan ordernya ini breachnya di kurir atau tokopedia,4,Keluhan Status Pelacakan,0.4266802904591939,0.230841181314609,0.008381315400581976,0.008399862558916055,0.31734228459169644,0.4266802904591939,0.008355065675002672
JNECare,"@yyyyabgitulah @TokopediaCare Baik kak Naa, mohon maaf atas paketnya yg masih belum sampai. DM dr kakak sedang kami cek, mohon ditunggu responnya. Thx Rio🙏",baik kakak naa _m_o_h_o_n_ _m_a_a_f_ atas paketnya yang masih belum_sampai dm dari kakak sedang kami cek mohon ditunggu responnya _t_e_r_i_m_a_ _k_a_s_i_h_ rio,1,Protokol Standar Customer Service,0.6581153514387986,0.008824308388334853,0.6581153514387986,0.12718983712269716,0.00882780164076963,0.18822189110549764,0.008820810303902001
JNECare,@bayumurti94 @TokopediaCare Mohon infokan via DM untuk detailnya dan nomor resi yg sdg berjalan agar dicek lebih lanjut. Thanks Aily,mohon infokan _v_i_a_ _d_m_ untuk detailnya dan nomor _n_o_m_o_r_ _r_e_s_i_ yang sdg berjalan agar dicek lebih lanjut _t_e_r_i_m_a_ _k_a_s_i_h_ aily,1,Protokol Standar Customer Service,0.9532833265100107,0.00938325776833963,0.9532833265100107,0.00935850286401068,0.00931083586787779,0.009325177034886289,0.009338899954875133
JNECare,"@bayumurti94 @TokopediaCare Hai kak Bayu, mohon maaf sebelumnya. Perihal info tsb sdh disampaikan langsung ke akun yg bersangkutan. Jika kakak mengalami hal yg sama, mohon infokan detailnya via DM ya. Thanks Aily",hai kakak bayu _m_o_h_o_n_ _m_a_a_f_ sebelumnya perihal info tersebut sudah disampaikan langsung ke akun yang bersangkutan jika kakak mengalami hal yang sama mohon infokan detailnya _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ aily,1,Protokol Standar Customer Service,0.7288683860368027,0.2461894819996223,0.7288683860368027,0.006233322853178181,0.006270210459723482,0.006219115491300136,0.006219483159373178
mandiricare,"@hafidakhsani @TokopediaCare @hafidakhsani Sama-sama Sahabat @hafidakhsani. Semoga berkenan dengan informasi yang diberikan. 
 
Sebagai informasi, Sahabat dapat memanfaatkan layanan Livin' Call by Mandiri Bebas Pulsa melalui aplikasi Livin’ by Mandiri untuk kemudahan dalam mengakses layanan kami. Tks~Jordan",sama sama sahabat semoga berkenan dengan informasi yang diberikan sebagai informasi sahabat dapat memanfaatkan layanan livin call by mandiri bebas pulsa melalui aplikasi livin by mandiri untuk kemudahan dalam mengakses layanan kami _t_e_r_i_m_a_ _k_a_s_i_h_ jordan,0,Operasional Kurir dan Transaksi Pengiriman,0.7956592198922355,0.7956592198922355,0.1775912011421177,0.006681073820626345,0.006710884723654274,0.006683340020976583,0.006674280400389558
mandiricare,"@hafidakhsani @TokopediaCare @hafidakhsani Halo Sahabat hafidakhsani, agar dapat dilakukan pengecekan status transaksi, dimohon kesediaannya untuk menghubungi layanan Livin' Call by Mandiri Bebas Pulsa melalui aplikasi Livin’ by Mandiri. 
 
Sahabat dapat menghubungi layanan Livin' Call by Mandiri Bebas",halo sahabat hafidakhsani agar dapat dilakukan pengecekan status transaksi dimohon kesediaannya untuk menghubungi layanan livin call by mandiri bebas pulsa melalui aplikasi livin by mandiri sahabat dapat menghubungi layanan livin call by mandiri bebas,0,Operasional Kurir dan Transaksi Pengiriman,0.8830503041940972,0.8830503041940972,0.006744965665194957,0.0066713664659154015,0.006666884866128652,0.006670934445422603,0.09019554436324115
jntexpressid,"@dickyGallagher @TokopediaCare halo ka, mohon maaf untuk ketidaknyamanannya. laporan sudah diterima dan akan dibantu follow up agar dapat ditindak lanjuti. mohon kesediaannya untuk menunggu, terima kasih 🙏",halo kakak _m_o_h_o_n_ _m_a_a_f_ untuk ketidaknyamanannya laporan _s_u_d_a_h_ _d_i_t_e_r_i_m_a_ dan akan dibantu _f_o_l_l_o_w_ _u_p_ agar dapat di_t_i_n_d_a_k_ _l_a_n_j_u_t_i mohon kesediaannya untuk menunggu _t_e_r_i_m_a_ _k_a_s_i_h_,1,Protokol Standar Customer Service,0.7919355389859005,0.008045421698523734,0.7919355389859005,0.007982437135296066,0.007958539287798749,0.1761039307756085,0.007974132116872512
meggriefin,isi flazz bca di tokped kok pending lama bgt pdhl transaksi berhasil😩 @TokopediaCare @HaloBCA,isi flazz bca di tokopedia kok pending _l_a_m_a_ _b_a_n_g_e_t_ padahal transaksi berhasil,3,Durasi Pengiriman Barang,0.6560354838886241,0.23242637445597772,0.027777790489866835,0.027994557750558372,0.6560354838886241,0.027963265375589443,0.02780252803938364
pln_123,"@Cayah584736 @tokopedia @TokopediaCare @Cayah584736    Kakak, terkait perihal tersebut dapat konfirmasi kepada tempat pembelian atau pihak yang menyediakan jasa pembeliannya ya. Untuk selanjutkan admin sarankan agar lebih berhati-hati dalam melakukan transaksi. 

Agar semua makin mudah, ayo download aplikasi New PLN",kakak terkait perihal tersebut dapat konfirmasi kepada tempat pembelian atau pihak yang menyediakan jasa pembeliannya ya untuk selanjutkan admin sarankan agar lebih berhati hati dalam melakukan transaksi agar semua makin mudah ayo download aplikasi new pln,0,Operasional Kurir dan Transaksi Pengiriman,0.6130502278361637,0.6130502278361637,0.35897100836374013,0.00697818735803127,0.0069612503280338245,0.006954620063370649,0.007084706050660395
pln_123,"@Cayah584736 @tokopedia @TokopediaCare @Cayah584736   Hai Kak, admin siap melayani sepenuh hati. Terkait perihal tersebut Kakak dapat menghubungi pihak tempat pembeliannya ya. 

Agar semua makin mudah, ayo download aplikasi New PLN Mobile. Sehat selalu. Thanks -Novi",hai kakak admin siap melayani sepenuh hati terkait perihal tersebut kakak dapat menghubungi pihak tempat pembeliannya ya agar semua makin mudah ayo download aplikasi new pln mobile _s_e_h_a_t_ _s_e_l_a_l_u_ _t_e_r_i_m_a_ _k_a_s_i_h_ novi,1,Protokol Standar Customer Service,0.3667057860323188,0.36216117597732894,0.3667057860323188,0.007976964146610957,0.007946658138692199,0.007947659621263857,0.2472617560837853
JNECare,"@lilipolup @TokopediaCare Untuk informasinya sudah kami sampaikan via DM kak, mohon dicek ya :) Thanks ^Clava",untuk informasinya sudah kami sampaikan _v_i_a_ _d_m_ kakak mohon dicek ya _t_e_r_i_m_a_ _k_a_s_i_h_ clava,1,Protokol Standar Customer Service,0.9403621203874715,0.011916335432473783,0.9403621203874715,0.01193693391439709,0.011916119135729198,0.011924687078266235,0.011943804051662017
JNECare,"@lilipolup @TokopediaCare Hai kak Aliefatin, mohon maaf perihal tsb dapat diinfokan nomor resinya via DM agar dapat kami cek lebih lanjut? Thanks ^Cece",hai kakak aliefatin _m_o_h_o_n_ _m_a_a_f_ perihal tersebut dapat diinfokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar dapat kami cek lebih lanjut _t_e_r_i_m_a_ _k_a_s_i_h_ cece,1,Protokol Standar Customer Service,0.9620144765614539,0.00761451151696222,0.9620144765614539,0.007603211367263564,0.007578723701368065,0.007587807077507732,0.0076012697754445765
JNECare,"@4th_InjuryTime @JNE_ID @tokopedia @TokopediaCare @kemkomdigi @meutya_hafid Untuk DMnya memang sudah rekan Aan respon, mohon dicek ya kak. Trims ^Atta",untuk dm nya memang sudah rekan aan respon mohon dicek ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ atta,1,Protokol Standar Customer Service,0.6000214093447427,0.012845519652751249,0.6000214093447427,0.2568736119116637,0.10450177960049649,0.012877600188500036,0.012880079301845917
JNECare,@4th_InjuryTime @JNE_ID @tokopedia @TokopediaCare @kemkomdigi @meutya_hafid Hai kak. Mika cek untuk DM nya sudah direspon rekan Aan kak. Mohon dapat di cek kembali ya. Thanks ^Mika,hai kakak mika cek untuk dm nya sudah direspon rekan aan kakak mohon dapat di cek kembali ya _t_e_r_i_m_a_ _k_a_s_i_h_ mika,1,Protokol Standar Customer Service,0.529477402731325,0.009874894409496201,0.529477402731325,0.4310904430043479,0.009840858179041595,0.009855488319424972,0.009860913356364217
thedonitself,"ga jelas bgt dongo, 3 hari jawabannya cuma investigasi. dikira org ga butuh duit kali ya? @tokopedia @TikTokShop_IDN @TokopediaCare https://t.co/Hu5sGlZVnO",tidak_jelas banget dongo 3 hari jawabannya cuma investigasi dikira orang tidak_butuh duit kali ya,3,Durasi Pengiriman Barang,0.8952453221834643,0.020834315532782588,0.02098536489483895,0.021023287931149576,0.8952453221834643,0.02090264296362635,0.02100906649413818
mandiricare,"@fikri_kautsar @bankmandiri @gopayindonesia @tokopedia @TokopediaCare @fikri_kautsar Halo Sahabat fikri_kautsar, mohon maaf atas ketidaknyamanannya. Kami informasikan penyesuaian biaya ini merupakan bagian dari komitmen Bank Mandiri untuk terus meningkatkan kualitas layanan digital yang andal, cepat, dan nyaman. Langkah ini juga bertujuan",halo sahabat fikri_kautsar _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ kami informasikan penyesuaian biaya ini merupakan bagian dari komitmen bank mandiri untuk terus meningkatkan kualitas layanan digital yang andal cepat dan nyaman langkah ini juga bertujuan,1,Protokol Standar Customer Service,0.3313504043477639,0.3152697244673854,0.3313504043477639,0.008831221345670175,0.008849663402517664,0.26907249100042663,0.06662649543623626
smartfrencare,@Fadeltafarel_ @TokopediaCare @Fadeltafarel_ SIap kaka. Lanjut di DM ya. Terima kasih-Hafiza,siap kaka lanjut di dm ya _t_e_r_i_m_a_ _k_a_s_i_h_ hafiza,1,Protokol Standar Customer Service,0.5318528320801832,0.023900271773105136,0.5318528320801832,0.37239273301399367,0.023946395402644243,0.023954230661017175,0.02395353706905655
smartfrencare,"@Fadeltafarel_ @TokopediaCare Hai teman SMARTFREN maaf atas kendalanya ya kaka, agar kendalanya bisa dibnatu cek kaka bisa infokan nomornya ke DM yuk. Terima kasih -Hafiza",hai teman smartfren maaf atas kendalanya ya kaka agar kendalanya bisa dibnatu cek kaka bisa infokan nomornya ke dm yuk _t_e_r_i_m_a_ _k_a_s_i_h_ hafiza,5,Penawaran Bantuan Resolusi,0.7135620362317563,0.009832587191201956,0.24706051035636808,0.009915337820506,0.00981508255056369,0.009814445849603877,0.7135620362317563
hongsamcrew,"UP! 

aku baru aja kena tipu hal seperti ini yng ternyata bulan lalu udh banyak korban. tp aku tahu &amp; ada notifikasi seakan aku melakukan pembayaran ke tokped pakai gopaylater, awal mulanya dia ada pembelian token listrik nominal yang sama sampai 3x @gopayindonesia @TokopediaCare https://t.co/t48xIzpTNe",up aku baru saja kena tipu hal seperti ini yng ternyata bulan lalu sudah banyak korban tapi aku tahu amp ada notifikasi seakan aku melakukan pembayaran ke tokopedia pakai gopay paylater awal mulanya dia ada pembelian token listrik nominal yang sama sampai 3x,3,Durasi Pengiriman Barang,0.8207357565901561,0.15447752127222023,0.006176750157282239,0.0061881444123454785,0.8207357565901561,0.006214536407128564,0.006207291160867412
hongsamcrew,"kak aku baru aja kena tipu ini, gada permintaan kode otp apapun dia lgsg beli token listrik seharga 1 jt lewat tokped @TokopediaCare @gojekindonesia @gopayindonesia",kakak aku baru saja kena tipu ini tidak_ada permintaan kode _k_o_d_e_ _o_t_p_ apapun dia langsung beli token listrik seharga 1 jt lewat tokopedia,3,Durasi Pengiriman Barang,0.8057899982804396,0.012886056218091352,0.012918992263192161,0.1425150114554196,0.8057899982804396,0.01294117917181797,0.01294876261103911
ShopeeID,"@lidiums @TokopediaCare @LazadaID Hai kak lidiums, maaf ya udah bikin kakak tidak puas dalam menggunakan aplikasi Shopee. Agar aku bisa bantu memaksimalkan penggunaan Shopee yuk infoin kendala kakak melalui DM ke Twitter social media di @ShopeeID / @ShopeeCare. Terima kasih ^AG",hai kakak lidiums maaf ya sudah membuat kakak tidak_puas dalam menggunakan aplikasi shopee agar aku bisa bantu memaksimalkan penggunaan shopee yuk informasikan kendala kakak _m_e_l_a_l_u_i_ _d_m_ ke twitter social media di _t_e_r_i_m_a_ _k_a_s_i_h_ ag,5,Penawaran Bantuan Resolusi,0.9710691019091385,0.005785245631107364,0.005840674289073309,0.00577478132474855,0.005766281603413635,0.005763915242518679,0.9710691019091385
JNECare,"@biscoffine @TokopediaCare @tokopedia Hai kak, mohon maaf atas ketidaknyamanannya. Untuk informasinya kami sudah sampaikan via DM ya. Tks Deni",hai kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ untuk informasinya kami _s_u_d_a_h_ _s_a_m_p_a_i_kan _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ deni,1,Protokol Standar Customer Service,0.9478316172528058,0.010424400115489002,0.9478316172528058,0.010444110333120532,0.010438247705771566,0.010420506917629645,0.010441117675183442
JNECare,"@whateverfsaids @TokopediaCare Halo kak, maaf jika kirimannya masih belum diterima maka akan kami sampaikan ke tim kami agar segera diproses. Mohon info nomor resinya via DM ya. Thx ^Irwan",halo kakak maaf jika kirimannya masih belum_diterima maka akan kami sampaikan ke tim kami agar segera diproses mohon info nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ irwan,1,Protokol Standar Customer Service,0.8710430827055536,0.006711394043901045,0.8710430827055536,0.006744542654131464,0.0067123241671946336,0.10200206432432128,0.0067865921048979785
JNECare,"@nafaadd @TokopediaCare Hai kak Nafa, mohon maaf atas kejadian yg dialami. Perihal tsb sdh disampaikan via DM ya. Thanks Aily",hai kakak nafa _m_o_h_o_n_ _m_a_a_f_ atas kejadian yang dialami perihal tersebut sudah disampaikan _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ aily,1,Protokol Standar Customer Service,0.9507721275806619,0.009875875537236149,0.9507721275806619,0.009836552219596941,0.009839503349464807,0.009823667803502332,0.009852273509537851
nafaadd,"Percobaan penipuan nih. Foto terakhir dikasih link aneh. Tapi kok bisa tau nomor resi, apakah pelakunya ordal? Mohon ditindak lanjuti @JNECare @TokopediaCare https://t.co/O0869b56mz",percobaan penipuan ini foto terakhir diberikan link aneh tapi kok bisa tahu nomor _n_o_m_o_r_ _r_e_s_i_ apakah pelakunya ordal mohon di_t_i_n_d_a_k_ _l_a_n_j_u_t_i,4,Keluhan Status Pelacakan,0.4726738393462382,0.01428128593020013,0.11966796867831572,0.014007422864149629,0.36535105962263387,0.4726738393462382,0.014018423558462292
JoLimagga,@Loveorlusted @txtdarionlshop Tuh potongan toped tiktokshop @TokopediaCare @tokopedia @tiktok_us @TikTokSupport @tiktok 20% + Rp1.250 https://t.co/1lNyMw9GDn,itu potongan tokopedia tiktok shop 20 rp1 250,3,Durasi Pengiriman Barang,0.791204100568255,0.04170811025465585,0.04166668192028796,0.0419880763972648,0.791204100568255,0.041766347616942236,0.041666683242594205
AzzamIzzulhaq,@admprnma_ @tokopedia @GrabID @gojek Jadi konsep ‘mitra’ itu apa sih sebenarnya? @TokopediaCare @gojekindonesia @GrabID,jadi konsep mitra itu apa sebenarnya,3,Durasi Pengiriman Barang,0.7914453544381265,0.041708688712893204,0.04166667898416206,0.04166670452450024,0.7914453544381265,0.041845893400078896,0.04166667994023915
shimaaasyala,@txtfrombrand @tokopedia @TokopediaCare Mending up terus sih min permasalahan ojol ini. Kayaknya argonya udah gak memanusiakan manusia lagi.,lebih baik up terus min permasalahan ojek online ini sepertinya argonya sudah tidak_memanusiakan manusia lagi,4,Keluhan Status Pelacakan,0.5825803089948082,0.01886360755966181,0.01872190329567494,0.018858801186485988,0.34241851186417177,0.5825803089948082,0.01855686709919725
ikikikii,"@grprasetiyo @txtfrombrand @tokopedia @TokopediaCare Sama kak, aku malah pake instant sampe hari ini blm kekirim. Aturan pesanan auto cancel tanggal 7, malah diperpanjang sampe tanggal 11. Udah hubungi CS malah disuruh nunggu. Emang bener² deh @tokopedia 😌😌😌 https://t.co/bmpPFW9NjV",sama kakak aku malah pakai instant sampai hari ini belum_kekirim aturan pesanan auto batalkan tanggal 7 malah diperpanjang sampai tanggal 11 sudah hubungi cs malah disuruh nunggu memang bener²,3,Durasi Pengiriman Barang,0.4791507717482422,0.008345930713430785,0.008415619017634546,0.008410084107834009,0.4791507717482422,0.4006900988718464,0.09498749554101202
txtfrombrand,WOW HALO @tokopedia @TokopediaCare,wow halo,0,Operasional Kurir dan Transaksi Pengiriman,0.5818873247245598,0.5818873247245598,0.08412498922777664,0.08333342826511222,0.08333336291812522,0.08398752965377326,0.08333336521065281
grprasetiyo,@txtfrombrand @tokopedia @TokopediaCare  SAMEDAY DARI TANGGAL 4 BELUM ADA YANG PICKUP SAMPE SEKARANG. SAMEDAY IYA SAMEDAY https://t.co/1pZXc9sCpr,_p_e_n_g_i_r_i_m_a_n_ _h_a_r_i_ _y_a_n_g_ _s_a_m_a_ dari tanggal 4 belum_ada yang penjemputan kurir sampai sekarang _p_e_n_g_i_r_i_m_a_n_ _h_a_r_i_ _y_a_n_g_ _s_a_m_a_ iya _p_e_n_g_i_r_i_m_a_n_ _h_a_r_i_ _y_a_n_g_ _s_a_m_a_,4,Keluhan Status Pelacakan,0.486547116833505,0.21665922345761132,0.02087181106956646,0.02085291730624522,0.23420767009438428,0.486547116833505,0.020861261238687645
AzzamIzzulhaq,"Dear @TokopediaCare @gojekindonesia @GrabID 

For your concern.",dear for your concern,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
Iam_NoNameX,@AzzamIzzulhaq @tokopedia @GrabID @gojek @TokopediaCare @gojekindonesia Thx udah bang udah mention mereka🤧,_t_e_r_i_m_a_ _k_a_s_i_h_ sudah bang sudah mention mereka,1,Protokol Standar Customer Service,0.6939001691007426,0.02779914240544315,0.6939001691007426,0.1944323783263929,0.027926685639170144,0.028014627110653917,0.027926997417597313
AzzamIzzulhaq,Cc: @gojekindonesia @TokopediaCare @GrabID,cc,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
AzzamIzzulhaq,"@Iam_NoNameX @tokopedia @GrabID @gojek Dear @TokopediaCare @GrabID @gojekindonesia 

For your concern",dear for your concern,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
AzzamIzzulhaq,@parjono40117689 @tokopedia @GrabID @gojek Kok bisa? @TokopediaCare,kok bisa,3,Durasi Pengiriman Barang,0.7197221602512612,0.055814283058442396,0.05570112122795045,0.05620836285923255,0.7197221602512612,0.055633855463806545,0.05692021713930683
bankmandiri,"@skywalking428 @c_chaline @TokopediaCare @skywalking428  Halo Sahabat, terima kasih sdh menghubungi Bank Mandiri. Mohon menunggu, kami akan segera membalas.
 
 Utk keamanan, pastikan tdk memberikan PIN, CVV, password atau OTP.
 
 Info lbh lanjut hub WA kami (centang hijau) di no 08118414000.",halo sahabat _t_e_r_i_m_a_ _k_a_s_i_h_ sudah menghubungi bank mandiri mohon menunggu kami akan segera membalas untuk keamanan pastikan tidak_memberikan pin cvv password atau _k_o_d_e_ _o_t_p_ info lebih lanjut hub wa kami centang hijau di nomor 0811841400,1,Protokol Standar Customer Service,0.646031887682217,0.3234915498779653,0.646031887682217,0.007667923498988956,0.007603417714651288,0.007610894198860714,0.00759432702731671
bankmandiri,"@chihar1214138b1 @c_chaline @TokopediaCare @chihar1214138b1  Hai Sahabat, terima kasih sdh menghubungi Bank Mandiri. Kami akan segera membalas, mohon menunggu.
 
 Akun resmi kami dgn centang emas (verified). Selalu jaga data pribadi.
 
 WhatsApp resmi kami (centang hijau) di no 08118414000.",hai sahabat _t_e_r_i_m_a_ _k_a_s_i_h_ sudah menghubungi bank mandiri kami akan segera membalas mohon menunggu _a_k_u_n_ _r_e_s_m_i_ kami dengan centang emas verified selalu jaga data pribadi whatsapp resmi kami centang hijau di nomor 0811841400,1,Protokol Standar Customer Service,0.5916103646526817,0.3779135533050386,0.5916103646526817,0.007667671084193144,0.007596627407208971,0.007610116638528591,0.007601666912349029
bankmandiri,"@c_chaline @TokopediaCare @c_chaline  Halo Sahabat , terima kasih sdh menghubungi Bank Mandiri. Kami akan segera membalas, mohon menunggu.
 
 Utk keamanan, pastikan tdk memberikan PIN, CVV, password atau OTP.
 
 Info lbh lanjut hub WA kami (centang hijau) di no 08118414000.",halo sahabat _t_e_r_i_m_a_ _k_a_s_i_h_ sudah menghubungi bank mandiri kami akan segera membalas mohon menunggu untuk keamanan pastikan tidak_memberikan pin cvv password atau _k_o_d_e_ _o_t_p_ info lebih lanjut hub wa kami centang hijau di nomor 0811841400,1,Protokol Standar Customer Service,0.646031887682217,0.3234915498779653,0.646031887682217,0.007667923498988956,0.007603417714651288,0.007610894198860714,0.00759432702731671
House_of_Mother,mesen jam 13:30. dan sampe skrng gadateng2 barangnya 😭 kurir instant cancel 2-3 kali @tokopedia @TokopediaCare i wanna go hoooomeeee. what should i do. ngga mau bela2in nunggu paket sampe jam 7an malem di kantor. https://t.co/fNLdiUTiXP,memesan jam 13 30 dan sampai sekarang gadateng2 barangnya kurir instant batalkan 2 3 kali i wanna go hoomee what should i do tidak_mau bela2in nunggu paket sampai jam 7an malem di kantor,4,Keluhan Status Pelacakan,0.8534564824642159,0.09865961389510555,0.011908839663158758,0.011926597825643126,0.012132298904982148,0.8534564824642159,0.011916167246894495
JNECare,"@ei_agustian @TokopediaCare Hai kak Agustia, mohon maaf sudah menunggu lama kirimannya. Dara cek perihal tsb DM nya sudah direspon ya. Yuk dicek kembali info lebih lanjutnya via DM ya. Thanks ^Dara",hai kakak agustia _m_o_h_o_n_ _m_a_a_f_ sudah menunggu lama kirimannya dara cek perihal tersebut dm nya sudah direspon ya yuk dicek kembali info lebih lanjutnya _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ dara,1,Protokol Standar Customer Service,0.8662759275454093,0.005978496579452985,0.8662759275454093,0.1098105549044397,0.005973152646803536,0.005969638118650888,0.005992230205243745
JNECare,@thatladam @JNE_ID @tokopedia @TokopediaCare Hai kak Adam. Mohon maaf membuat kakak tidak nyaman. Info lebih lanjutnya sudah disampaikan via DM ya kak. Thanks ^Wina,hai kakak adam _m_o_h_o_n_ _m_a_a_f_ membuat kakak tidak_nyaman info lebih lanjutnya sudah disampaikan _v_i_a_ _d_m_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ wina,1,Protokol Standar Customer Service,0.8670433031789441,0.009260073410124463,0.8670433031789441,0.009291728612117281,0.009289217700265999,0.009269827237134964,0.09584584986141324
GrabID,"@LuckyAlfa_ @TokopediaCare Hallo Kak, mohon maaf atas ketidaknyamanannya. Agar dapat kami tindaklanjuti mohon kesediaannya infokan detailnya melalui DM yah Kak dgn ketik Agent dan mengisi email &amp; no hp yg ditanyakan ya Kak. Terima kasih 🙏🏻 - Mamat",hallo kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ agar dapat kami tindaklanjuti mohon kesediaannya infokan detailnya _m_e_l_a_l_u_i_ _d_m_ yah kakak dengan ketik agent dan mengisi email amp nomor hp yang ditanyakan ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ mamat,1,Protokol Standar Customer Service,0.7755690342319995,0.19867241898635463,0.7755690342319995,0.006456382858576797,0.006421364526437544,0.006423995428661393,0.0064568039679701
IndiHome,"@PipipHouse @TokopediaCare @YLKI_ID @Telkomsel @ojkindonesia Halo Kakak, minta maaf sekali lagi ya buat kendala isolirnya😔 Boleh konfirmasikan kembali ke DM, supaya bisa dibantu followup lebih lanjut ya Kak. Terima kasih🙏 -Zizi",halo kakak minta maaf sekali lagi ya buat kendala isolirnya boleh konfirmasikan kembali ke dm supaya bisa dibantu followup lebih lanjut ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ zizi,5,Penawaran Bantuan Resolusi,0.4460938437344736,0.007595949359386747,0.36726482938380034,0.007659573119351294,0.0076453961713170634,0.16374040823167105,0.4460938437344736
JNECare,"@fivewen @tokopedia @TokopediaCare Hai kak, perihal tsb bisa dipastikan modus penipuan yg mengatasnamakan JNE. Untuk detailnya sudah Dara sampaikan via DM ya kak. Thanks ^Dara",hai kakak perihal tersebut bisa dipastikan _m_o_d_u_s_ _p_e_n_i_p_u_a_n_ penipuan yang mengatasnamakan jne untuk detailnya sudah dara sampaikan _v_i_a_ _d_m_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ dara,1,Protokol Standar Customer Service,0.8024450850519871,0.16562905144021675,0.8024450850519871,0.008005850433666976,0.007965408147441072,0.007951194161751931,0.00800341076493598
